"旧相对路径","新相对路径","操作类型","原因","大小"
"03、都市\15、全z艺s家\《全职艺术家》（校对版全本）.txt","03、都市\《全职艺术家》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8250988"
"03、都市\16、奶爸de文艺rs\《奶爸的文艺人生》（校对版全本）.txt","03、都市\《奶爸的文艺人生》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6709471"
"03、都市\17、这个\《这个明星来自地球》（校对版全本）.txt","03、都市\《这个明星来自地球》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5843386"
"03、都市\18、w娱\《文娱教父》（校对版全本）.txt","03、都市\《文娱教父》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4982235"
"03、都市\19、w娱w岁\《文娱万岁》（校对版全本）.txt","03、都市\《文娱万岁》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4421634"
"03、都市\20、wydg\《文娱帝国》（校对版全本）.txt","03、都市\《文娱帝国》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4375292"
"03、都市\21、兼z艺s家\《兼职艺术家》（校对版全本）.txt","03、都市\《兼职艺术家》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6735225"
"03、都市\22、异兽\《异兽迷城》（校对版全本）.txt","03、都市\《异兽迷城》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8962899"
"03、都市\23、信息\《信息全知者》（校对版全本）.txt","03、都市\《信息全知者》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9074571"
"03、都市\24、逼 我\《逼我重生是吧》（校对版全本）.txt","03、都市\《逼我重生是吧》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7972335"
"03、都市\25、都重s了\《都重生了谁谈恋爱啊》（校对版全本）.txt","03、都市\《都重生了谁谈恋爱啊》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5094818"
"03、都市\26、明 克\《明克街13号》.txt","03、都市\《明克街13号》.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12146139"
"03、都市\27、隐 s\《隐杀》（校对版全本）.txt","03、都市\《隐杀》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3974353"
"03、都市\28、美 食\《美食供应商》（校对版全本）.txt","03、都市\《美食供应商》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13020806"
"03、都市\29、冲 浪\《重生之我要冲浪》（校对版）.txt","03、都市\《重生之我要冲浪》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8145012"
"03、都市\30、点 到\《点道为止》（校对版全本）.txt","03、都市\《点道为止》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6359933"
"03、都市\31、心 跳\《心跳引擎》（原版）.txt","03、都市\《心跳引擎》（原版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8548095"
"03、都市\32、弃 少\《最强弃少》（校对版全本）.txt","03、都市\《最强弃少》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","14632351"
"03、都市\33、疯 子\《纨绔疯子》（校对版全本）.txt","03、都市\《纨绔疯子》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3248378"
"03、都市\34、修 s\《全职修神》（校对版全本）.txt","03、都市\《全职修神》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4670542"
"03、都市\35、御 兽\《御兽之王》（校对版全本）.txt","03、都市\《御兽之王》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7118936"
"03、都市\36、镇 妖 关\《从前有座镇妖关》（校对版）.txt","03、都市\《从前有座镇妖关》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6766018"
"03、都市\37、养成\《养成系男神：听劝后，我成了顶流》（校对版）.txt","03、都市\《养成系男神：听劝后，我成了顶流》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4782635"
"03、都市\38、手 术\《手术直播间》（校对版全本）.txt","03、都市\《手术直播间》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13689212"
"03、都市\39、1993\《重生大时代之1993》（校对版）.txt","03、都市\《重生大时代之1993》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7473186"
"03、都市\40、流 年\《似水流年》（校对版全本）.txt","03、都市\《似水流年》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8534395"
"03、都市\41、逆 流\《逆流纯真年代》（校对版）.txt","03、都市\《逆流纯真年代》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4751762"
"03、都市\42、穹 顶\《穹顶之上》（校对版）.txt","03、都市\《穹顶之上》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8445348"
"03、都市\43、半 岛\《半岛检察官》（校对版）.txt","03、都市\《半岛检察官》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4483601"
"03、都市\44、我 的\《我的姐姐是大明星》（校对版）.txt","03、都市\《我的姐姐是大明星》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4776017"
"03、都市\45、学 霸\《神级学霸》（校对版全本）.txt","03、都市\《神级学霸》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9440168"
"03、都市\46、超 级\《超级能源强国》（精校版）.txt","03、都市\《超级能源强国》（精校版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4567250"
"03、都市\47、大 医\《大医凌然》（校对版全本）.txt","03、都市\《大医凌然》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7532766"
"03、都市\48、陈 二\《陈二狗的妖孽人生》（校对版）.txt","03、都市\《陈二狗的妖孽人生》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","2306157"
"03、都市\49、顾 道\《顾道长生》（校对版全本）.txt","03、都市\《顾道长生》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5115833"
"03、都市\50、稳 住\《稳住别浪》（校对版）.txt","03、都市\《稳住别浪》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11673295"
"03、都市\51、回 到\《回到过去变成猫》（精校版）.txt","03、都市\《回到过去变成猫》（精校版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3069914"
"03、都市\52、黄 金\《黄金渔场》（校对版全本）.txt","03、都市\《黄金渔场》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8779784"
"03、都市\53、肆 虐\《肆虐韩娱》（校对版全本）.txt","03、都市\《肆虐韩娱》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3622537"
"03、都市\54、重 工\《大国重工》（校对版全本）.txt","03、都市\《大国重工》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5909198"
"03、都市\55、重 塑\《重塑千禧年代》（校对版）.txt","03、都市\《重塑千禧年代》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11484864"
"03、都市\56、这 明 星\《这个明星合法但有病》（校对版）.txt","03、都市\《这个明星合法但有病》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9099460"
"03、都市\57、火 力\《火力为王》（校对版）.txt","03、都市\《火力为王》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11945640"
"03、都市\58、女 房 客\《我的26岁女房客》（校对全本+番外）.txt","03、都市\《我的26岁女房客》（校对全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4639809"
"03、都市\59、1979\《我的1979》（精校全本+番外（.txt","03、都市\《我的1979》（精校全本+番外（.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12895991"
"03、都市\60、官 道\《官道之色戒》（校对版全本）.txt","03、都市\《官道之色戒》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6419436"
"03、都市\61、开 局\《开局账号被盗，反手充值一百万》（校对版）.txt","03、都市\《开局账号被盗，反手充值一百万》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5313303"
"03、都市\62、卖 大 力\《开局地摊卖大力》（校对全本+番外）.txt","03、都市\《开局地摊卖大力》（校对全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","30642176"
"03、都市\63、医 生\《当医生开了外挂》（校对版）.txt","03、都市\《当医生开了外挂》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9818274"
"03、都市\64、完 美\《完美人生》（校对版全本）.txt","03、都市\《完美人生》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9651359"
"03、都市\65、野 性\《重生野性时代》（校对版全本）.txt","03、都市\《重生野性时代》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4536202"
"04、科幻\01、吞噬星空\《吞噬星空》（校对版全本）.txt","04、科幻\《吞噬星空》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10221344"
"04、科幻\02、从红月\《从红月开始》（精校版全本）.txt","04、科幻\《从红月开始》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6676715"
"04、科幻\03、我在末世ytf\《我在末世有套房》（校对版全本）.txt","04、科幻\《我在末世有套房》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8799192"
"04、科幻\04、学霸的hkjxt\《学霸的黑科技系统》（校对版全本）.txt","04、科幻\《学霸的黑科技系统》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9757293"
"04、科幻\05、天才JLB\《天才俱乐部》（校对版全本）.txt","04、科幻\《天才俱乐部》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9169474"
"04、科幻\06、异常\《异常生物见闻录》（校对版全本）.txt","04、科幻\《异常生物见闻录》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10906405"
"04、科幻\07、希灵\《希灵帝国》（校对版全本）.txt","04、科幻\《希灵帝国》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","16540851"
"04、科幻\08、修真4w年\《修真四万年》（校对版全本）.txt","04、科幻\《修真四万年》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","21797868"
"04、科幻\09、灵 境\《灵境行者》（校对版全本）.txt","04、科幻\《灵境行者》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13604619"
"04、科幻\10、黎 明\《黎明之剑》（校对版全本）.txt","04、科幻\《黎明之剑》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13257690"
"04、科幻\11、深 海\《深海余烬》（校对番外）.txt","04、科幻\《深海余烬》（校对番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5490252"
"04、科幻\12、走 进\《走进不科学》（校对版全本）.txt","04、科幻\《走进不科学》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8748132"
"04、科幻\13、无 限\《无限恐怖》（校对版全本）.txt","04、科幻\《无限恐怖》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5306820"
"04、科幻\14、踏 星\《踏星》（校对版全本）.txt","04、科幻\《踏星》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","36548366"
"04、科幻\15、高 手\《高人竟在我身边》（校对版）.txt","04、科幻\《高人竟在我身边》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","2725367"
"04、科幻\16、隐 秘\《隐秘死角》（校对版全本）.txt","04、科幻\《隐秘死角》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5206308"
"04、科幻\17、第 九\《第九特区》（校对版全本）.txt","04、科幻\《第九特区》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13146102"
"04、科幻\18、未 来\《未来天王》（校对版全本）.txt","04、科幻\《未来天王》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3601648"
"04、科幻\19、我 的\《我的末世基地车》（校对版全本）.txt","04、科幻\《我的末世基地车》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4067564"
"04、科幻\20、最 后\《最后结局》（校对版）.txt","04、科幻\《最后结局》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5635818"
"04、科幻\21、进 化 的\《进化的46亿重奏》（校对版）.txt","04、科幻\《进化的46亿重奏》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","24275823"
"04、科幻\22、星 级\《星级猎人》（校对版全本）.txt","04、科幻\《星级猎人》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5562666"
"04、科幻\23、狩 魔\《狩魔手记》（校对版全本）.txt","04、科幻\《狩魔手记》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4494047"
"04、科幻\24、蟑 螂\《末日蟑螂》（校对版全本）.txt","04、科幻\《末日蟑螂》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13016966"
"04、科幻\25、宇 宙\《宇宙职业选手》（校对版）.txt","04、科幻\《宇宙职业选手》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4361393"
"04、科幻\26、领 地\《我的末世领地》（校对版）.txt","04、科幻\《我的末世领地》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5409722"
"04、科幻\27、光 明\《光明壁垒》（校对版）.txt","04、科幻\《光明壁垒》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","14000950"
"04、科幻\28、卡 徒\《卡徒》（校对版全本）.txt","04、科幻\《卡徒》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4109520"
"04、科幻\29、废 土\《废土崛起》（校对版全本）.txt","04、科幻\《废土崛起》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9387977"
"04、科幻\31、星 空\《星空职业者》（校对版）.txt","04、科幻\《星空职业者》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7588502"
"04、科幻\32、末 日\《末日乐园》（校对版）.txt","04、科幻\《末日乐园》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","15266671"
"04、科幻\33、师 士\《师士传说》（校对版全本）.txt","04、科幻\《师士传说》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4216223"
"04、科幻\39、诸 天\《逐道在诸天》（校对版全本）.txt","04、科幻\《逐道在诸天》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3636548"
"05、奇幻\01、放开\《放开那个女巫》（精校版全本）.txt","05、奇幻\《放开那个女巫》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7182069"
"05、奇幻\02、琴di\《琴帝》（校对版全本）.txt","05、奇幻\《琴帝》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6147505"
"05、奇幻\03、酒s\《酒神（阴阳冕）》（校对版全本）.txt","05、奇幻\《酒神（阴阳冕）》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5686753"
"05、奇幻\04、高天\《高天之上》（校对版全本）.txt","05、奇幻\《高天之上》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9447673"
"05、奇幻\05、神秘zl\《神秘之旅》（精校版全本）.txt","05、奇幻\《神秘之旅》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9599984"
"05、奇幻\06、巫师zl\《巫师之旅》（校对版全本）.txt","05、奇幻\《巫师之旅》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11107317"
"05、奇幻\07、无限\《无限血核》（校对版全本）.txt","05、奇幻\《无限血核》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7005538"
"05、奇幻\08、天q\《天启预报》（校对版全本）.txt","05、奇幻\《天启预报》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13891221"
"05、奇幻\09、诡m地h\《诡秘地海》（校对版全本）.txt","05、奇幻\《诡秘地海》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5218500"
"05、奇幻\10、巫 界\《巫界术士》（校对版全本）.txt","05、奇幻\《巫界术士》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7883340"
"05、奇幻\11、黑 石\《黑石密码》（校对版）.txt","05、奇幻\《黑石密码》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","21644631"
"05、奇幻\12、霍 格\《舌尖上的霍格沃茨》（校对版）.txt","05、奇幻\《舌尖上的霍格沃茨》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8371459"
"05、奇幻\13、骑 士\《巫师：从骑士呼吸法开始肝经验》.txt","05、奇幻\《巫师：从骑士呼吸法开始肝经验》.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12336034"
"05、奇幻\14、亵 d\《亵渎》（精校版全本）.txt","05、奇幻\《亵渎》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5105513"
"05、奇幻\15、大 龙\《大龙挂了》（校对版）.txt","05、奇幻\《大龙挂了》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5437439"
"05、奇幻\16、G 王\《国王》.epub","05、奇幻\《国王》.epub","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","16002759"
"05、奇幻\17、魔 法\《第一次魔法世界大战》（校对版）.txt","05、奇幻\《第一次魔法世界大战》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4653733"
"06、历史\01、庆余年\《庆余年》（精校版全本）.txt","06、历史\《庆余年》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7283552"
"06、历史\02、娱乐cq\《娱乐春秋》（校对版全本）.txt","06、历史\《娱乐春秋》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3986669"
"06、历史\03、逍遥\《逍遥小书生》（校对版全本）.txt","06、历史\《逍遥小书生》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6118986"
"06、历史\04、宰执\《宰执天下》（校对版全本）.txt","06、历史\《宰执天下》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","15779204"
"06、历史\05、唐z\《唐砖》（精校版全本）.txt","06、历史\《唐砖》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9082904"
"06、历史\06、极品jd\《极品家丁》（校对版全本）.txt","06、历史\《极品家丁》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6210002"
"06、历史\07、绍s\《绍宋》（校对版全本）.txt","06、历史\《绍宋》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5399209"
"06、历史\08、晚 唐\《晚唐浮生》（校对版）.txt","06、历史\《晚唐浮生》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12548062"
"06、历史\09、满 唐\《满唐华彩》（校对版）.txt","06、历史\《满唐华彩》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11962294"
"06、历史\10、秦 L\《秦吏》（校对版全本）.txt","06、历史\《秦吏》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7206940"
"06、历史\11、小 阁\《小阁老》（校对版全本）.txt","06、历史\《小阁老》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10676191"
"06、历史\12、北 颂\《北颂》（校对版全本）.txt","06、历史\《北颂》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10443305"
"06、历史\13、败 家 Z\《明朝败家子》（校对版全本）.txt","06、历史\《明朝败家子》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11666324"
"06、历史\14、家 父\《家父汉高祖》（校对版）.txt","06、历史\《家父汉高祖》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13474076"
"06、历史\15、大 明\《大明国师》（校对版）.txt","06、历史\《大明国师》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9319384"
"06、历史\16、长 宁\《长宁帝军》（校对版全本）.txt","06、历史\《长宁帝军》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11258634"
"06、历史\17、北 宋\《北宋穿越指南》（校对版全本）.txt","06、历史\《北宋穿越指南》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","12180893"
"06、历史\18、唐 人\《唐人的餐桌》（校对版）.txt","06、历史\《唐人的餐桌》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8954903"
"06、历史\19、大 宋\《大宋的智慧》（校对版全本）.txt","06、历史\《大宋的智慧》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7029638"
"06、历史\20、银 狐\《银狐》（校对版全本）.txt","06、历史\《银狐》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6183263"
"06、历史\21、汉 乡\《汉乡》（校对版全本）.txt","06、历史\《汉乡》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7691034"
"06、历史\22、明 天 下\《明天下》（校对版全本）.txt","06、历史\《明天下》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6248975"
"06、历史\23、挽 天 倾\《红楼之挽天倾》（校对版）.txt","06、历史\《红楼之挽天倾》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","19635059"
"06、历史\24、如 意\《如意小郎君》（校对版全本）.txt","06、历史\《如意小郎君》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5306695"
"06、历史\25、大 唐\《大唐太子》（校对版）.txt","06、历史\《大唐太子》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7193562"
"06、历史\26、衣 冠\《衣冠不南渡》（校对版）.txt","06、历史\《衣冠不南渡》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7792157"
"06、历史\27、罗 马\《神圣罗马帝国》（校对版）.txt","06、历史\《神圣罗马帝国》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7991714"
"06、历史\28、无 敌\《无敌六皇子》（校对版）.txt","06、历史\《无敌六皇子》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8014847"
"06、历史\29、世 子\《世子很凶》（校对版）.txt","06、历史\《世子很凶》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5208138"
"06、历史\30、九 锡\《九锡》（校对版）.txt","06、历史\《九锡》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","7365057"
"06、历史\31、北 齐\《北齐怪谈》（校对版）.txt","06、历史\《北齐怪谈》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5171371"
"06、历史\32、临 安\《临安不夜侯》（校对版）.txt","06、历史\《临安不夜侯》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11814200"
"06、历史\33、带 着\《带着仓库到大明》（校对版全本）.txt","06、历史\《带着仓库到大明》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","13144304"
"06、历史\34、讨 逆\《讨逆》（校对版）.txt","06、历史\《讨逆》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","21201682"
"06、历史\35、回 到\《回到明朝当王爷》（精校版）.txt","06、历史\《回到明朝当王爷》（精校版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6976884"
"06、历史\36、文 豪\《文豪崛起》（校对版）.txt","06、历史\《文豪崛起》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5319959"
"06、历史\37、春 秋\《春秋我为王》（校对版）.txt","06、历史\《春秋我为王》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","8221023"
"07、武侠\01、不死\《不死不灭》（精校版全本）.txt","07、武侠\《不死不灭》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","1568704"
"07、武侠\02、九dj\《九鼎记》（校对版全本）.txt","07、武侠\《九鼎记》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4327833"
"07、武侠\03、最强\《最强反派系统》（校对版全本）.txt","07、武侠\《最强反派系统》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9839066"
"07、武侠\04、龙 蛇\《龙蛇演义》（精校版全本）.txt","07、武侠\《龙蛇演义》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","4264762"
"07、武侠\05、玩 家\《玩家凶猛》（校对版全本）.txt","07、武侠\《玩家凶猛》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","6731949"
"07、武侠\06、机 动\《机动风暴》（校对版全本）.txt","07、武侠\《机动风暴》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5464781"
"07、武侠\07、金 刚\《金刚不坏大寨主》（校对版）.txt","07、武侠\《金刚不坏大寨主》（校对版）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","14010442"
"08、游戏\01、惊 悚 乐 园\《惊悚乐园》（校对版全本+番外）.txt","08、游戏\《惊悚乐园》（校对版全本+番外）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10309137"
"08、游戏\02、亏 成 首 富\《亏成首富从游戏开始》（校对版全本）.txt","08、游戏\《亏成首富从游戏开始》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11629402"
"08、游戏\03、全 职\《全职高手》（精校版全本）.txt","08、游戏\《全职高手》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11131340"
"08、游戏\04、超神机械\《超神机械师》（校对版全本）.txt","08、游戏\《超神机械师》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","11056364"
"08、游戏\05、失落叶三部曲\《网游之天下无双》（校对版全本）.txt","08、游戏\《网游之天下无双》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","10902236"
"08、游戏\05、失落叶三部曲\《网游之盗版神话》（校对版全本）.txt","08、游戏\《网游之盗版神话》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","5419908"
"08、游戏\05、失落叶三部曲\《网游之纵横天下》（校对版全本）.txt","08、游戏\《网游之纵横天下》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","9841674"
"08、游戏\06、这游戏\《这游戏也太真实了》（精校版全本）.txt","08、游戏\《这游戏也太真实了》（精校版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","22372584"
"08、游戏\07、英雄LM\《英雄联盟之灾变时代》（校对版全本）.txt","08、游戏\《英雄联盟之灾变时代》（校对版全本）.txt","扁平化上移","单本去除同名文件夹，文件直接放入分类目录","3234094"
